SYMBOL,GeneID,Median(Tumor),Median(Normal),Log2FC,adjp
TMSB4XP8,ENSG00000187653,14.58,0,3.962,1.33E-20
SPRY4,ENSG00000187678,13.05,1.58,2.445,4.61E-72
TRPV2,ENSG00000187688,17.92,2.64,2.378,1.18E-48
TMEM203,ENSG00000187713,30.11,9.53,1.563,1.52E-63
THSD4,ENSG00000187720,9.75,1.89,1.895,7.81E-43
GABRD,ENSG00000187730,1.4,0.04,1.206,1.78E-56
TCEA1,ENSG00000187735,42.659,16.49,1.32,6.02E-39
FANCA,ENSG00000187741,9.56,1.28,2.212,1.84E-53
SEMA4D,ENSG00000187764,15.38,4.84,1.488,1.5E-42
MCRS1,ENSG00000187778,39.221,18.74,1.027,4.49E-34
TMEM72,ENSG00000187783,0.15,1.34,-1.025,3.94E-37
HIST1H1C,ENSG00000187837,58.72,15.45,1.86,8.65E-23
TMEM256-PLSCR3,ENSG00000187838,33.49,7.69,1.989,1.41E-58
LDLRAD2,ENSG00000187942,3.22,0.58,1.417,8.68E-35
RINL,ENSG00000187994,11.48,5.24,1,1.02E-25
TPRG1,ENSG00000188001,4.51,0.33,2.051,3.28E-40
MORN2,ENSG00000188010,19.95,7.25,1.344,2.3E-55
S100A3,ENSG00000188015,3.93,0.25,1.98,4.5E-54
UBQLN2,ENSG00000188021,16.47,3.06,2.105,8.68E-78
RILPL1,ENSG00000188026,6.7,1.65,1.539,8.46E-56
RAB42,ENSG00000188060,2.76,0.15,1.709,1.2E-49
WNT7B,ENSG00000188064,5.75,0.16,2.541,2.39E-60
MAPK12,ENSG00000188130,5.04,1.55,1.244,4.07E-26
NHS,ENSG00000188158,2.15,0.17,1.429,7.55E-53
LAMTOR4,ENSG00000188186,179.718,48.589,1.866,8.71E-54
PRKAR1B,ENSG00000188191,12.3,2.39,1.972,3.88E-64
TUBB4B,ENSG00000188229,197.156,37.809,2.352,3.03E-64
PP7080,ENSG00000188242,19.171,7.26,1.288,4.39E-28
PLA2G2A,ENSG00000188257,9.98,4.41,1.021,0.00089
PLSCR1,ENSG00000188313,85.828,17.66,2.218,5.53E-42
ZNF559,ENSG00000188321,7.77,3.25,1.045,9.56E-29
SLC38A3,ENSG00000188338,1.37,17.91,-2.996,7.21E-45
GTF2F2,ENSG00000188342,13.79,4.1,1.536,1.82E-62
ZP3,ENSG00000188372,7.5,2.15,1.432,1.27E-22
SELL,ENSG00000188404,6.68,0.26,2.608,1.05E-42
IER5L,ENSG00000188483,12.77,1.46,2.485,4.79E-41
H2AFX,ENSG00000188486,24.401,5.41,1.986,1.92E-53
NCCRP1,ENSG00000188505,0.7,2.49,-1.038,0.00201
FAM83G,ENSG00000188522,8.09,3.32,1.073,7.38E-26
NBR1,ENSG00000188554,45.701,11.55,1.896,2.15E-64
CLN3,ENSG00000188603,39.319,14.97,1.336,2.74E-43
SUMO2,ENSG00000188612,267.148,50.369,2.384,1.13E-71
LDOC1L,ENSG00000188636,8.39,2.8,1.305,4.73E-46
S100A16,ENSG00000188643,384.622,13.74,4.709,3.84E-78
PARVB,ENSG00000188677,21.459,4.7,1.978,3.02E-38
UROS,ENSG00000188690,29.949,12.74,1.172,6.21E-42
ZDHHC9,ENSG00000188706,22.869,8.05,1.399,3.31E-37
SMIM15,ENSG00000188725,33.3,6.75,2.146,1.56E-72
RBM34,ENSG00000188739,49.131,12.15,1.931,3.35E-63
SPRED3,ENSG00000188766,1.89,0.31,1.141,1.56E-16
PRELP,ENSG00000188783,24.54,4.18,2.302,7.69E-30
FAM26F,ENSG00000188820,7.96,0.53,2.55,2.33E-47
ENTPD8,ENSG00000188833,3.3,0.91,1.171,1.68E-17
GJB3,ENSG00000188910,28.07,0.1,4.724,6.57E-75
TRMT2B,ENSG00000188917,6.42,2.51,1.08,5.04E-46
HACD4,ENSG00000188921,1.48,0.18,1.072,2.35E-39
USP32P1,ENSG00000188933,2.75,11.79,-1.77,0.000104
FAM120AOS,ENSG00000188938,34.57,12.85,1.361,1.09E-46
NELFB,ENSG00000188986,38.969,14.35,1.381,1.59E-45
LRRC66,ENSG00000188993,1.57,0.12,1.198,7.7E-28
KCTD21,ENSG00000188997,5.28,1.28,1.462,4.21E-72
NDUFA4,ENSG00000189043,97.571,29.161,1.709,1.39E-47
FAM111B,ENSG00000189057,1.89,0.05,1.461,8.34E-17
H1F0,ENSG00000189060,138.726,42.549,1.682,2.6E-33
LITAF,ENSG00000189067,117.197,14.72,2.911,6.73E-66
SF3B3,ENSG00000189091,107.537,35.211,1.584,5.2E-42
SP6,ENSG00000189120,1.48,0.14,1.121,3.12E-45
PLAC9,ENSG00000189129,10.38,2.17,1.844,4.62E-36
HN1,ENSG00000189159,233.778,7.69,4.756,5.2E-89
S100A13,ENSG00000189171,203.233,29.84,2.727,8.51E-62
PCDH18,ENSG00000189184,4.82,0.57,1.89,8.19E-47
PAX8-AS1,ENSG00000189223,14.63,4.01,1.641,6.87E-10
TSPYL1,ENSG00000189241,26.811,12.58,1.034,7.66E-35
PNRC2,ENSG00000189266,45.66,14.25,1.613,1.38E-44
GJB5,ENSG00000189280,4.7,0.08,2.4,4.65E-37
FAM150B,ENSG00000189292,3.17,25.63,-2.675,4.18E-35
RRP7A,ENSG00000189306,24.739,6.12,1.854,1.75E-64
LIN54,ENSG00000189308,3.07,0.82,1.161,1.13E-58
FAM53B,ENSG00000189319,7.77,2.61,1.281,6.75E-35
FAM180A,ENSG00000189320,1.91,0.26,1.208,2.98E-33
S100A14,ENSG00000189334,189.505,5.27,4.925,6.77E-51
NEMP2,ENSG00000189362,2.24,0.48,1.13,3.98E-50
GSPT2,ENSG00000189369,7.1,1.66,1.606,1.31E-43
RP6-149D17.1,ENSG00000189372,0,51.749,-5.721,5.43E-16
HMGB1,ENSG00000189403,272.006,65.181,2.044,3.05E-57
MMP23B,ENSG00000189409,11.99,1.54,2.354,6.57E-44
GJB4,ENSG00000189433,4.01,0.01,2.31,1.08E-49
IL1RAP,ENSG00000196083,8.38,0.82,2.366,6.16E-60
TDRD7,ENSG00000196116,8.1,2.5,1.379,1.44E-53
HLA-DRB1,ENSG00000196126,290.178,10.67,4.641,2.07E-62
SERPINA3,ENSG00000196136,103.4,351.163,-1.754,1.69E-07
SPATS2L,ENSG00000196141,139.352,15.75,3.067,6.82E-71
ZNF250,ENSG00000196150,5.33,1.86,1.146,3.32E-44
S100A4,ENSG00000196154,313.038,17.6,4.078,8.03E-59
SEMA4A,ENSG00000196189,7.13,1.55,1.673,1.78E-38
HRCT1,ENSG00000196196,2.1,0.51,1.038,1.27E-23
RNF216P1,ENSG00000196204,9.57,4.07,1.06,2.07E-48
SIRPB2,ENSG00000196209,1.9,0.36,1.092,5.03E-22
ZNF766,ENSG00000196214,6.35,2.08,1.255,3.12E-49
TUBB,ENSG00000196230,280.061,50.101,2.459,1.39E-59
SFTA2,ENSG00000196260,64.128,1.54,4.68,9.51E-49
PPIA,ENSG00000196262,1549.728,365.974,2.079,1.03E-45
ZNF836,ENSG00000196267,6.3,2.29,1.15,1.06E-41
NIF3L1,ENSG00000196290,15.2,5.66,1.282,4.29E-55
GIMAP5,ENSG00000196329,7.56,2.95,1.116,1.08E-18
LONP1,ENSG00000196365,38.159,14.8,1.309,6.82E-38
TRRAP,ENSG00000196367,7.41,2.99,1.076,1.29E-41
SRGAP2B,ENSG00000196369,6.14,0.93,1.887,1.62E-51
FUT4,ENSG00000196371,5.79,1.9,1.227,1.28E-31
PTPN1,ENSG00000196396,22.941,5.02,1.992,6.5E-65
NOXO1,ENSG00000196408,1.54,0.25,1.023,1.88E-17
EPHB4,ENSG00000196411,37.83,11.73,1.609,2.77E-36
XRCC6,ENSG00000196419,164.985,44.029,1.882,1.21E-57
PPP1R26,ENSG00000196422,9.87,4.43,1.001,5.4E-30
TSC22D2,ENSG00000196428,11.59,4.46,1.205,3.37E-38
ZNF777,ENSG00000196453,7.4,2.71,1.179,3.38E-57
PIK3R4,ENSG00000196455,20.16,6.81,1.438,5.46E-55
MYL6B,ENSG00000196465,47.5,7.76,2.469,6.11E-75
SIAH1,ENSG00000196470,16.44,5.18,1.497,2.86E-52
NCOR2,ENSG00000196498,71.59,22.441,1.631,3.29E-40
PRPF40A,ENSG00000196504,29.531,11.04,1.342,1.67E-39
TCEAL3,ENSG00000196507,31.13,12.7,1.23,5.67E-24
TPK1,ENSG00000196511,4.67,0.82,1.639,2.31E-62
NACA,ENSG00000196531,1309.136,613.661,1.092,1.3E-40
MYO18A,ENSG00000196535,33.309,14.12,1.182,1.34E-36
SPTSSB,ENSG00000196542,5.07,0.22,2.315,3.55E-54
MME,ENSG00000196549,2.06,0.23,1.315,8.94E-32
FAM72A,ENSG00000196550,2.63,0.24,1.55,4.97E-69
LINC00238,ENSG00000196553,0,1.23,-1.157,1.79E-43
SULF2,ENSG00000196562,108.06,3.55,4.583,4.79E-87
LAMA2,ENSG00000196569,8.57,3.69,1.029,8.51E-13
PLXNB2,ENSG00000196576,127.15,39.461,1.663,1.12E-37
MYO6,ENSG00000196586,24.56,8.31,1.457,7.58E-38
MKL1,ENSG00000196588,23.581,6.63,1.688,2.66E-48
HDAC2,ENSG00000196591,48.411,18.199,1.364,1.58E-44
ZNF846,ENSG00000196605,8.04,1.93,1.625,3.96E-58
MMP1,ENSG00000196611,59.999,0.15,5.729,1.37E-52
TCF4,ENSG00000196628,10.82,2.16,1.903,6.88E-44
SDHAF3,ENSG00000196636,13.57,4.87,1.312,7.62E-49
HRH1,ENSG00000196639,5.36,0.11,2.518,1.73E-80
ZKSCAN5,ENSG00000196652,3.92,0.99,1.306,1.27E-74
TRAPPC4,ENSG00000196655,65.38,22.68,1.487,9.73E-46
HSH2D,ENSG00000196684,14.62,2.49,2.162,1.38E-45
NF1,ENSG00000196712,9.69,4.01,1.093,1.27E-40
VKORC1L1,ENSG00000196715,13.05,3.47,1.652,1.4E-70
HLA-DQA1,ENSG00000196735,57.281,1.41,4.596,7.89E-58
GM2A,ENSG00000196743,25.149,3.57,2.517,3.04E-73
S100A2,ENSG00000196754,27.469,0.59,4.162,3.91E-44
SNHG17,ENSG00000196756,33.249,13.49,1.241,7.78E-23
STRN3,ENSG00000196792,12.31,3.81,1.468,1.95E-43
PPTC7,ENSG00000196850,9.29,3.01,1.36,4.36E-50
KIAA1211L,ENSG00000196872,6.28,1.95,1.303,1.17E-44
LAMB3,ENSG00000196878,172.278,1.13,6.346,2.49E-80
PDLIM7,ENSG00000196923,127.027,8.39,3.769,1.53E-64
FLNA,ENSG00000196924,518.176,66.509,2.943,1.9E-43
FAM3C,ENSG00000196937,60.732,23.61,1.327,2.51E-37
SLC39A10,ENSG00000196950,8.34,3.44,1.073,3.49E-25
ZNF585A,ENSG00000196967,9.66,3.29,1.313,1.81E-44
FUT11,ENSG00000196968,16.151,3.27,2.006,1.67E-71
LAGE3,ENSG00000196976,28.019,12.17,1.14,5.49E-35
METTL9,ENSG00000197006,57.059,15.401,1.824,4.98E-61
SERTAD1,ENSG00000197019,19.821,2.14,2.729,3.02E-82
ZNF398,ENSG00000197024,4.36,1.42,1.147,3.7E-65
GMFB,ENSG00000197045,16.49,4.03,1.798,1.1E-63
MAFG,ENSG00000197063,10.01,3.66,1.24,6.09E-43
KIAA1671,ENSG00000197077,12.17,3.34,1.601,3.72E-51
IGF2R,ENSG00000197081,22.371,7.22,1.507,6.76E-49
GAL3ST4,ENSG00000197093,6.36,0.44,2.354,7.54E-56
ZGPAT,ENSG00000197114,23.02,7.95,1.424,9.09E-44
SRC,ENSG00000197122,52.991,19.129,1.423,8.03E-25
PCNXL3,ENSG00000197136,18.88,8.87,1.01,6.74E-30
LRRC8B,ENSG00000197147,3.69,1.33,1.009,9.67E-38
RP11-452G18.2,ENSG00000197149,6.37,2.67,1.006,5.05E-16
PSMD12,ENSG00000197170,19.251,8.14,1.148,2.18E-38
NOL4L,ENSG00000197183,12.57,3.9,1.47,1.44E-53
SLC22A4,ENSG00000197208,1.37,0.14,1.056,1.98E-51
HIST1H4J,ENSG00000197238,6.68,0.36,2.498,7.49E-59
SERPINA1,ENSG00000197249,830.593,42.511,4.256,3.59E-50
TPSB2,ENSG00000197253,36.64,5.56,2.521,5.95E-33
KANK2,ENSG00000197256,43.48,12.67,1.702,7.26E-37
ZNF720,ENSG00000197302,10.03,3.01,1.46,1.87E-59
SVIL,ENSG00000197321,19.8,4.9,1.818,1.09E-38
LRP10,ENSG00000197324,96.362,27.81,1.757,1.72E-40
PELI1,ENSG00000197329,17.43,3.22,2.127,4.79E-52
MRPL21,ENSG00000197345,53.489,21.95,1.247,1.87E-41
ZNF98,ENSG00000197360,0.27,3.24,-1.739,8.3E-49
ZNF786,ENSG00000197362,3.2,0.95,1.107,2.3E-57
GSTK1,ENSG00000197448,181.232,58.63,1.612,6.4E-41
HNRNPAB,ENSG00000197451,117.652,22.389,2.343,1.56E-74
STMN3,ENSG00000197457,23.75,5.75,1.874,1.18E-39
SPN,ENSG00000197471,3.89,0.22,2.003,4.65E-47
FAM177B,ENSG00000197520,3.1,0.07,1.938,3.49E-32
MYO5A,ENSG00000197535,4.71,1.52,1.18,1.6E-32
GZMM,ENSG00000197540,1.41,0.13,1.093,8.63E-28
SIPA1L1,ENSG00000197555,30.351,9.79,1.539,4.16E-50
HOXA4,ENSG00000197576,3.22,0.63,1.372,3.35E-40
TOPORS,ENSG00000197579,6.11,2.38,1.073,1.24E-39
MFAP5,ENSG00000197614,26.29,1.03,3.749,3.68E-49
MPEG1,ENSG00000197629,6.2,0.65,2.126,1.42E-38
SERPINB2,ENSG00000197632,4.15,0.21,2.09,4.11E-28
PDCD1LG2,ENSG00000197646,1.17,0.08,1.007,7.61E-34
SPTAN1,ENSG00000197694,127.698,30.89,2.013,7.13E-51
NMB,ENSG00000197696,9.38,2.99,1.379,1.03E-38
PARVA,ENSG00000197702,27.481,11.43,1.196,4.03E-31
FAM114A1,ENSG00000197712,27.46,5.87,2.051,1.83E-65
RPE,ENSG00000197713,20.4,4.15,2.055,2.25E-64
PSAP,ENSG00000197746,844.702,176.998,2.248,3.57E-53
S100A10,ENSG00000197747,1185.68,50.621,4.523,3.94E-81
LHFPL5,ENSG00000197753,0.15,1.71,-1.237,9.41E-60
HOXC6,ENSG00000197757,2.88,0.16,1.742,5.04E-41
TXNRD3,ENSG00000197763,5.57,2.28,1.002,8.56E-40
MCMBP,ENSG00000197771,23.56,7.11,1.598,9.96E-56
TAF13,ENSG00000197780,29.171,6.68,1.974,8.24E-72
FAM118B,ENSG00000197798,15.13,2.73,2.112,6.14E-81
SGTB,ENSG00000197860,1.98,0.45,1.039,3.41E-48
ZNF790,ENSG00000197863,3.03,0.76,1.195,1.86E-54
FAM49A,ENSG00000197872,4.04,0.7,1.568,3.15E-35
MYO1C,ENSG00000197879,68.18,32.599,1.042,3.46E-15
NKIRAS1,ENSG00000197885,4.81,1.79,1.058,8.6E-43
KIF13B,ENSG00000197892,18.39,3.93,1.976,4.24E-53
HIST1H2BK,ENSG00000197903,72.74,17.869,1.966,9.15E-32
ERO1L,ENSG00000197930,37.801,7.39,2.209,3.99E-54
PLCG2,ENSG00000197943,9.11,2.31,1.611,2.44E-34
S100A6,ENSG00000197956,5221.685,53.891,6.572,4.1E-95
MPZL1,ENSG00000197965,79.572,11.03,2.744,1.35E-75
MRPL42,ENSG00000198015,26.21,6.81,1.801,1.15E-60
FCGR1B,ENSG00000198019,2.29,0.43,1.202,1.53E-25
SIRPA,ENSG00000198053,22.68,4.65,2.067,6.46E-41
GRK6,ENSG00000198055,20.92,5.11,1.843,3.04E-69
ZNF649,ENSG00000198093,3.44,1.05,1.115,1.39E-36
TOR4A,ENSG00000198113,16.53,1.29,2.936,6.27E-66
LPAR1,ENSG00000198121,5.53,1.88,1.181,5.63E-32
ZNF544,ENSG00000198131,9.21,3.59,1.153,6.36E-16
SOWAHC,ENSG00000198142,6.73,0.9,2.024,1.09E-71
MIER1,ENSG00000198160,11.9,2.9,1.726,2.42E-61
SVIP,ENSG00000198168,20.47,7.81,1.285,2.31E-40
TFDP1,ENSG00000198176,35.439,7.63,2.078,9.05E-81
HSD17B11,ENSG00000198189,67.93,24.891,1.413,7.59E-32
SULT1C2,ENSG00000198203,11.25,2.62,1.759,8.1E-11
SLC29A3,ENSG00000198246,8.05,1.98,1.603,1.36E-55
UBL5,ENSG00000198258,407.285,85.781,2.234,1.17E-62
HYLS1,ENSG00000198331,2.98,0.7,1.227,2.69E-68
HOXC4,ENSG00000198353,2.71,0.11,1.741,7.21E-59
SPRED2,ENSG00000198369,14.78,4.95,1.407,7.25E-43
GFPT1,ENSG00000198380,20.069,7.67,1.281,5.47E-36
UVRAG,ENSG00000198382,9.7,2.14,1.769,6.86E-65
TCAF1,ENSG00000198420,16.14,4.27,1.702,1.94E-62
TXNRD1,ENSG00000198431,31.349,5.47,2.322,4.5E-63
ZNF480,ENSG00000198464,8.74,1.69,1.856,1.06E-64
TPM2,ENSG00000198467,246.133,31.349,2.933,3.19E-46
FLVCR1-AS1,ENSG00000198468,2.63,0.61,1.173,4.64E-28
SH3BGRL2,ENSG00000198478,17.38,4,1.878,1.4E-51
YTHDF2,ENSG00000198492,31.6,11.25,1.412,6.61E-51
HLA-DRB5,ENSG00000198502,62.391,1.19,4.855,1.81E-40
GPN1,ENSG00000198522,25.779,9.16,1.398,1.14E-52
PLN,ENSG00000198523,3.45,0.42,1.648,8.7E-25
ZNF28,ENSG00000198538,7.28,2.16,1.39,1.79E-38
ITGBL1,ENSG00000198542,39.289,1.37,4.087,2.69E-59
ZNF511,ENSG00000198546,30.67,10.88,1.415,3.16E-48
WDHD1,ENSG00000198554,2.3,0.32,1.322,7.28E-17
NUDT16,ENSG00000198585,13.22,5.45,1.141,2.46E-37
TLK1,ENSG00000198586,13.11,4.64,1.323,1.97E-50
LRBA,ENSG00000198589,21.17,7.02,1.467,2.79E-53
MMP17,ENSG00000198598,3.87,1.24,1.12,1.11E-14
PPIAP22,ENSG00000198618,196.678,17.74,3.399,8.82E-95
RYR2,ENSG00000198626,0.61,2.74,-1.216,9.65E-33
FAM3D,ENSG00000198643,26.65,0.23,4.491,3.26E-44
NCOA6,ENSG00000198646,15.32,4.64,1.533,4.69E-68
STK39,ENSG00000198648,28.739,8.22,1.69,2.3E-44
SLC9A6,ENSG00000198689,6.02,1.31,1.604,1.26E-76
IPO9,ENSG00000198700,19.88,7.71,1.261,1.36E-47
GLMP,ENSG00000198715,63,12.7,2.224,1.93E-72
LDB1,ENSG00000198728,26.939,10.8,1.244,2.43E-33
PPP1R14C,ENSG00000198729,5.85,0.19,2.525,6.49E-62
F5,ENSG00000198734,16.26,0.6,3.431,9.66E-46
ZNF652,ENSG00000198740,15.38,5.85,1.258,7.6E-47
SMURF1,ENSG00000198742,18.25,5.79,1.503,1.72E-37
GPATCH3,ENSG00000198746,8.56,2.89,1.297,4.93E-61
PLXNB3,ENSG00000198753,7.71,3.21,1.049,1.31E-11
EPS8L3,ENSG00000198758,56.621,0.31,5.459,1.78E-63
RCSD1,ENSG00000198771,5.01,0.5,2.002,8.31E-42
ZNF830,ENSG00000198783,10.92,3.82,1.306,7.55E-57
TMEM184B,ENSG00000198792,37.08,8.48,2.006,1.74E-62
SCAMP5,ENSG00000198794,11.07,24.68,-1.089,4.17E-08
ZNF521,ENSG00000198795,4.65,0.42,1.992,2.01E-48
PNP,ENSG00000198805,64.431,7.43,2.956,5.97E-70
GK,ENSG00000198814,5.9,1.04,1.758,7.62E-59
ZNF358,ENSG00000198816,42.881,18.581,1.164,5.51E-34
INPP5F,ENSG00000198825,8.44,2.01,1.649,8.41E-62
HMGN2,ENSG00000198830,323.92,116.532,1.467,1.12E-34
GJC2,ENSG00000198835,2.18,0.17,1.443,1.1E-34
OPA1,ENSG00000198836,16,6.14,1.252,8.75E-35
ZNF277,ENSG00000198839,15.84,6.87,1.097,1.04E-36
KTI12,ENSG00000198841,7.02,2.57,1.168,2.67E-58
SELT,ENSG00000198843,63.39,21.4,1.523,1.29E-48
TOX,ENSG00000198846,2.03,0.49,1.024,1.63E-23
RUSC2,ENSG00000198853,10.42,4.51,1.051,8.3E-28
OSTC,ENSG00000198856,103.5,47.31,1.113,5.25E-32
R3HDM4,ENSG00000198858,77.621,20.05,1.901,2.8E-46
TSEN15,ENSG00000198860,17.07,5.37,1.504,1.03E-55
RUNDC1,ENSG00000198863,8.55,3.04,1.241,1.29E-62
GRK5,ENSG00000198873,12.36,1.66,2.328,3.67E-67
TYW1,ENSG00000198874,9.39,3.5,1.207,1.12E-54
SHISA4,ENSG00000198892,18.33,5.31,1.615,1.12E-44
TOP1,ENSG00000198900,35.419,8.73,1.904,7.89E-60
PRC1,ENSG00000198901,17.259,3.52,2.014,1.41E-53
L1CAM,ENSG00000198910,2.76,0.68,1.162,7.29E-21
RPL39,ENSG00000198918,2774.091,1210.845,1.195,1.22E-20
L3MBTL3,ENSG00000198945,4.36,0.94,1.466,1.49E-51
NAGA,ENSG00000198951,25.34,3.38,2.588,1.31E-85
SMG5,ENSG00000198952,35.621,14.91,1.203,1.04E-29
KIF1BP,ENSG00000198954,13.21,4.06,1.49,3.69E-61
TGM2,ENSG00000198959,151.271,8.62,3.984,2.67E-51
PJA2,ENSG00000198961,27.219,11.51,1.174,7.81E-36
RNU4-1,ENSG00000200795,2.9,0,1.964,0.000607
RNU4-2,ENSG00000202538,16.86,4.88,1.603,8.09E-08
INF2,ENSG00000203485,89.927,12.8,2.72,2.65E-51
FAM83H-AS1,ENSG00000203499,7.73,2.13,1.48,2.99E-24
GP1BB,ENSG00000203618,1.22,0.02,1.122,1.66E-11
SERTAD4-AS1,ENSG00000203706,4.97,0.29,2.21,2.97E-62
SAMD5,ENSG00000203727,1.71,0.16,1.224,9.45E-35
FCGR3A,ENSG00000203747,37.869,1.85,3.77,1.14E-48
FAM229B,ENSG00000203778,14.02,2.93,1.934,2.84E-60
FANK1,ENSG00000203780,6.11,1.95,1.269,1.64E-42
PPAPDC1A,ENSG00000203805,9.34,0.04,3.314,1.63E-58
HIST2H2AA3,ENSG00000203812,39.73,5.57,2.632,1.04E-24
RBM20,ENSG00000203867,0.15,8.28,-3.012,3.63E-60
GDI1,ENSG00000203879,87.979,35.849,1.272,2.69E-30
LIME1,ENSG00000203896,20.26,3.07,2.385,2.73E-23
SAMD13,ENSG00000203943,2.93,0.58,1.315,1.11E-35
FAM127B,ENSG00000203950,71.57,16.76,2.031,7.31E-60
SYS1,ENSG00000204070,24.439,7.68,1.551,5.61E-61
MAFB,ENSG00000204103,19.62,3.39,2.232,6.97E-41
TRAF3IP1,ENSG00000204104,7.22,2.03,1.44,4.08E-59
GGTA1P,ENSG00000204136,4.59,0.46,1.937,9.27E-43
PHACTR4,ENSG00000204138,12.5,5.16,1.132,1.46E-43
ZDHHC18,ENSG00000204160,10.34,4.33,1.089,4.4E-35
TCEA3,ENSG00000204219,37.53,82.059,-1.108,6.48E-19
PFDN6,ENSG00000204220,75.399,22.05,1.729,1.47E-52
OXLD1,ENSG00000204237,26.75,11.48,1.153,4.35E-22
HLA-DOA,ENSG00000204252,12.46,0.69,2.994,5.29E-49
HNRNPCP2,ENSG00000204253,10.09,0.51,2.877,2.7E-104
HLA-DMA,ENSG00000204257,106.838,9,3.431,2.37E-54
PSMB8-AS1,ENSG00000204261,21.98,2.58,2.682,1.4E-57
PSMB8,ENSG00000204264,116.848,11.38,3.251,1.71E-68
TAP2,ENSG00000204267,33.56,5.38,2.437,1.42E-54
LINC01420,ENSG00000204272,38.799,5.01,2.727,5.11E-94
TNRC6C-AS1,ENSG00000204282,5.96,2.16,1.139,2.58E-19
HLA-DRA,ENSG00000204287,724.629,21.31,5.023,6.17E-68
RNF5,ENSG00000204308,51.62,15.81,1.646,1.82E-57
FKBPL,ENSG00000204315,5.77,2.02,1.165,2.89E-57
SMIM5,ENSG00000204323,4.14,1.01,1.355,5.97E-28
NELFE,ENSG00000204356,68.979,28.13,1.264,5.04E-42
ZBTB12,ENSG00000204366,2.95,0.75,1.174,2.84E-49
SDHD,ENSG00000204370,74.651,22.73,1.673,4.43E-52
LAYN,ENSG00000204381,9.31,0.73,2.575,3E-62
SLC44A4,ENSG00000204385,111.964,3.16,4.763,1.02E-63
NEU1,ENSG00000204386,40.439,14.68,1.402,2.31E-43
HSPA1B,ENSG00000204388,118.036,21.31,2.416,4.36E-11
HSPA1A,ENSG00000204389,147.206,20.71,2.771,9.5E-15
LSM2,ENSG00000204392,49.428,15.39,1.621,8.39E-52
VARS,ENSG00000204394,38.751,18.52,1.026,2.42E-26
VWA7,ENSG00000204396,4.77,1.74,1.074,3.07E-24
MBD5,ENSG00000204406,7.84,2.21,1.461,8.67E-56
GPANK1,ENSG00000204438,13.64,5.82,1.102,1.39E-49
PRRC2A,ENSG00000204469,72.972,31.449,1.189,2.57E-23
LST1,ENSG00000204482,36.041,1.48,3.901,4.04E-63
MICB,ENSG00000204516,2.79,0.34,1.5,4.07E-43
MICA,ENSG00000204520,19.231,7.64,1.227,1.4E-20
HLA-C,ENSG00000204525,715.198,86.521,3.033,1.17E-55
PSORS1C1,ENSG00000204540,8.14,0.39,2.717,7.03E-44
LILRB3,ENSG00000204577,4.57,1.4,1.215,8.62E-13
GNL1,ENSG00000204590,54.609,25.24,1.084,1.12E-31
HLA-E,ENSG00000204592,388.157,56.861,2.75,2.63E-57
ZNF468,ENSG00000204604,5.71,2.05,1.137,2.04E-37
TRIM15,ENSG00000204610,8.02,0.01,3.159,2.58E-56
TRIM31,ENSG00000204616,18.08,0.14,4.065,1.31E-49
RNF39,ENSG00000204618,4.18,0.55,1.741,4.2E-27
PPP1R11,ENSG00000204619,56.61,16.89,1.687,1.6E-58
HLA-G,ENSG00000204632,1.51,0.25,1.006,2.87E-17
HLA-F,ENSG00000204642,148.158,11.77,3.546,1.81E-59
FAM153C,ENSG00000204677,0.51,3.8,-1.669,2.4E-28
REG1P,ENSG00000204787,0.22,140.789,-6.861,1.02E-38
MRPL53,ENSG00000204822,67.789,30.01,1.149,1.69E-25
MROH6,ENSG00000204839,24.599,0.89,3.76,1.3E-63
TCTN1,ENSG00000204852,22.4,8.73,1.266,1.01E-39
IGFL2,ENSG00000204866,14.65,0,3.968,1.89E-50
MZT1,ENSG00000204899,8.73,2.06,1.669,9.77E-66
ZNF155,ENSG00000204920,3.39,1.12,1.05,7.06E-44
UQCC3,ENSG00000204922,10.74,3.52,1.377,4.31E-44
TRIM13,ENSG00000204977,14.36,5.58,1.223,7.31E-45
PRSS1,ENSG00000204983,102.153,59372.201,-9.169,8.12E-42
SPIRE2,ENSG00000204991,9.41,1.64,1.979,8.1E-38
SLC35B4,ENSG00000205060,3.94,1.17,1.187,2.15E-59
TMEM240,ENSG00000205090,2.4,0.44,1.239,1.33E-38
TRIQK,ENSG00000205133,14.23,2.99,1.933,8.33E-65
PSENEN,ENSG00000205155,123.647,25.24,2.248,2.9E-71
PSMB10,ENSG00000205220,122.708,52.109,1.22,2.13E-24
MUC12,ENSG00000205277,4.63,0.09,2.369,8.68E-65
SNX2,ENSG00000205302,41.541,14.91,1.419,6.54E-46
SARNP,ENSG00000205323,67.751,15.6,2.05,1.12E-66
IPO7,ENSG00000205339,25.2,9.68,1.295,1.79E-38
PRR13,ENSG00000205352,241.502,49.869,2.253,7.63E-59
TECPR1,ENSG00000205356,10.14,30.29,-1.49,3.49E-26
MT1H,ENSG00000205358,6.1,25.3,-1.889,2.44E-14
SAMD9,ENSG00000205413,9.13,0.51,2.746,4.01E-71
KRT6A,ENSG00000205420,9.47,0.7,2.623,3.06E-20
EXOC3L4,ENSG00000205436,8.99,0.69,2.563,1.83E-35
NAP1L4,ENSG00000205531,63.848,19.3,1.676,2.51E-53
